GEOGID,GEOGTYPE,GEOGDESC,T1_1AGE0M,T1_1AGE1M,T1_1AGE2M,T1_1AGE3M,T1_1AGE4M,T1_1AGE5M,T1_1AGE6M,T1_1AGE7M,T1_1AGE8M,T1_1AGE9M,T1_1AGE10M,T1_1AGE11M,T1_1AGE12M,T1_1AGE13M,T1_1AGE14M,T1_1AGE15M,T1_1AGE16M,T1_1AGE17M,T1_1AGE18M,T1_1AGE19M,T1_1AGE20_24M,T1_1AGE25_29M,T1_1AGE30_34M,T1_1AGE35_39M,T1_1AGE40_44M,T1_1AGE45_49M,T1_1AGE50_54M,T1_1AGE55_59M,T1_1AGE60_64M,T1_1AGE65_69M,T1_1AGE70_74M,T1_1AGE75_79M,T1_1AGE80_84M,T1_1AGEGE_85M,T1_1AGETM,T1_1AGE0F,T1_1AGE1F,T1_1AGE2F,T1_1AGE3F,T1_1AGE4F,T1_1AGE5F,T1_1AGE6F,T1_1AGE7F,T1_1AGE8F,T1_1AGE9F,T1_1AGE10F,T1_1AGE11F,T1_1AGE12F,T1_1AGE13F,T1_1AGE14F,T1_1AGE15F,T1_1AGE16F,T1_1AGE17F,T1_1AGE18F,T1_1AGE19F,T1_1AGE20_24F,T1_1AGE25_29F,T1_1AGE30_34F,T1_1AGE35_39F,T1_1AGE40_44F,T1_1AGE45_49F,T1_1AGE50_54F,T1_1AGE55_59F,T1_1AGE60_64F,T1_1AGE65_69F,T1_1AGE70_74F,T1_1AGE75_79F,T1_1AGE80_84F,T1_1AGEGE_85F,T1_1AGETF,T1_1AGE0T,T1_1AGE1T,T1_1AGE2T,T1_1AGE3T,T1_1AGE4T,T1_1AGE5T,T1_1AGE6T,T1_1AGE7T,T1_1AGE8T,T1_1AGE9T,T1_1AGE10T,T1_1AGE11T,T1_1AGE12T,T1_1AGE13T,T1_1AGE14T,T1_1AGE15T,T1_1AGE16T,T1_1AGE17T,T1_1AGE18T,T1_1AGE19T,T1_1AGE20_24T,T1_1AGE25_29T,T1_1AGE30_34T,T1_1AGE35_39T,T1_1AGE40_44T,T1_1AGE45_49T,T1_1AGE50_54T,T1_1AGE55_59T,T1_1AGE60_64T,T1_1AGE65_69T,T1_1AGE70_74T,T1_1AGE75_79T,T1_1AGE80_84T,T1_1AGEGE_85T,T1_1AGETT,T1_2SGLM,T1_2MARM,T1_2SEPM,T1_2DIVM,T1_2WIDM,T1_2TM,T1_2SGLF,T1_2MARF,T1_2SEPF,T1_2DIVF,T1_2WIDF,T1_2TF,T1_2SGLT,T1_2MART,T1_2SEPT,T1_2DIVT,T1_2WIDT,T1_2T,T2_1IEBP,T2_1UKBP,T2_1PLBP,T2_1LTBP,T2_1EUBP,T2_1RWBP,T2_1NSBP,T2_1TBP,T2_1IEN,T2_1UKN,T2_1PLN,T2_1LTN,T2_1EUN,T2_1RWN,T2_1NSN,T2_1TN,T2_2WI,T2_2WIT,T2_2OW,T2_2BBI,T2_2AAI,T2_2OTH,T2_2NS,T2_2T,T2_3SA,T2_3EC,T2_3EI,T2_3OI,T2_3T,T2_4CA,T2_4OR,T2_4NR,T2_4NS,T2_4T,T2_5T,T2_5PL,T2_5FR,T2_5LT,T2_5OTH,T2_6T,T2_6VW,T2_6W,T2_6NW,T2_6NAA,T2_6NS,T3_1YES,T3_1NO,T3_1NS,T3_1T,T3_2T,T3_2DW,T3_2DWO,T3_2DO,T3_2WO,T3_2LO,T3_2NO,T3_2NSO,T3_3DM,T3_3WM,T3_3LOM,T3_3NM,T3_3TM,T3_3DF,T3_3WF,T3_3LOF,T3_3NF,T3_3TF,T3_3DT,T3_3WT,T3_3LOT,T3_3NT,T3_3TT,T4_1_2PF,T4_1_3PF,T4_1_4PF,T4_1_5PF,T4_1_GRE_6PF,T4_1_TF,T4_1_2PP,T4_1_3PP,T4_1_4PP,T4_1_5PP,T4_1_GRE_6PP,T4_1_TP,T4_1_2PC,T4_1_3PC,T4_1_4PC,T4_1_5PC,T4_1_GRE_6PC,T4_1_TC,T4_2_NCU15,T4_2_1CU15,T4_2_2CU15,T4_2_3CU15,T4_2_4CU15,T4_2_GE5U15,T4_2_NCO15,T4_2_1CO15,T4_2_2CO15,T4_2_3CO15,T4_2_4CO15,T4_2_GE5O15,T4_2_NCUO15,T4_2_1CUO15,T4_2_2CUO15,T4_2_3CUO15,T4_2_4CUO15,T4_2_GE5UO15,T4_2_NCT,T4_2_1CT,T4_2_2CT,T4_2_3CT,T4_2_4CT,T4_2_GE5T,T4_3FLT15C,T4_3FGE15C,T4_3FOTH15C,T4_3FTC,T4_3FLT15LM,T4_3FGE15LM,T4_3FOTH15LM,T4_3FTLM,T4_3FLT15LF,T4_3FGE15LF,T4_3FOTH15LF,T4_3FTLF,T4_3CLT15C,T4_3CGE15C,T4_3COTH15C,T4_3CTC,T4_3CLT15LM,T4_3CGE15LM,T4_3COTH15LM,T4_3CTLM,T4_3CLT15LF,T4_3CGE15LF,T4_3COTH15LF,T4_3CTLF,T4_4AGE0_4F,T4_4AGE5_9F,T4_4AGE10_14F,T4_4AGE15_19F,T4_4AGE_GE20F,T4_4TF,T4_4AGE0_4P,T4_4AGE5_9P,T4_4AGE10_14P,T4_4AGE15_19P,T4_4AGE_GE20P,T4_4TP,T4_5PFF,T4_5ENF,T4_5RF,T4_5PSF,T4_5ESF,T4_5PAF,T4_5ADOF,T4_5ADUF,T4_5TF,T4_5PFP,T4_5ENP,T4_5RP,T4_5PSP,T4_5ESP,T4_5PAP,T4_5ADOP,T4_5ADUP,T4_5TP,T4_6_0C,T4_6_1C,T4_6_2C,T4_6_3C,T4_6_GE4C,T4_6T,T5_1OP_H,T5_1HW_H,T5_1CC_H,T5_1HWC_H,T5_1CCC_H,T5_1FC_H,T5_1MC_H,T5_1CO_H,T5_1CCO_H,T5_1FCO_H,T5_1MCO_H,T5_1GETFU_H,T5_1NHR_H,T5_1GENP_H,T5_1T_H,T5_1OP_P,T5_1HW_P,T5_1CC_P,T5_1HWC_P,T5_1CCC_P,T5_1FC_P,T5_1MC_P,T5_1CO_P,T5_1CCO_P,T5_1FCO_P,T5_1MCO_P,T5_1GETFU_P,T5_1NHR_P,T5_1GENP_P,T5_1T_P,T5_2_1PH,T5_2_2PH,T5_2_3PH,T5_2_4PH,T5_2_5PH,T5_2_6PH,T5_2_7PH,T5_2_GE8H,T5_2_TH,T5_2_1PP,T5_2_2PP,T5_2_3PP,T5_2_4PP,T5_2_5PP,T5_2_6PP,T5_2_7PP,T5_2_GE8P,T5_2_TP,T6_1_HB_H,T6_1_FA_H,T6_1_BS_H,T6_1_CM_H,T6_1_NS_H,T6_1_TH,T6_1_HB_P,T6_1_FA_P,T6_1_BS_P,T6_1_CM_P,T6_1_NS_P,T6_1_TP,T6_2_PRE19H,T6_2_19_45H,T6_2_46_60H,T6_2_61_70H,T6_2_71_80H,T6_2_81_90H,T6_2_91_00H,T6_2_01_05H,T6_2_06LH,T6_2_NSH,T6_2_TH,T6_2_PRE19P,T6_2_19_45P,T6_2_46_60P,T6_2_61_70P,T6_2_71_80P,T6_2_81_90P,T6_2_91_00P,T6_2_01_05P,T6_2_06LP,T6_2_NSP,T6_2_TP,T6_3_OOMH,T6_3_OCNMH,T6_3_RPLH,T6_3_RLAH,T6_3_RVBH,T6_3_OFRH,T6_3_NSH,T6_3_TH,T6_3_OOMP,T6_3_OCNMP,T6_3_RPLP,T6_3_RLAP,T6_3_RVBP,T6_3_OFRP,T6_3_NSP,T6_3_TP,T6_4_1RH,T6_4_2RH,T6_4_3RH,T6_4_4RH,T6_4_5RH,T6_4_6RH,T6_4_7RH,T6_4_GE8RH,T6_4_NSH,T6_4_TH,T6_4_1RP,T6_4_2RP,T6_4_3RP,T6_4_4RP,T6_4_5RP,T6_4_6RP,T6_4_7RP,T6_4_GE8RP,T6_4_NSP,T6_4_TP,T6_5_NCH,T6_5_OCH,T6_5_NGCH,T6_5_ECH,T6_5_CCH,T6_5_PCH,T6_5_LPGCH,T6_5_WCH,T6_5_OTH,T6_5_NS,T6_5_T,T6_6_PM,T6_6_GSLA,T6_6_GSP,T6_6_OP,T6_6_N,T6_6_NS,T6_6_T,T6_7_PS,T6_7_IST,T6_7_OIT,T6_7_OTH,T6_7_NSF,T6_7_NS,T6_7_T,T6_8_O,T6_8_U,T6_8_T,T7_1_NE,T7_1_NP,T8_1_WM,T8_1_LFFJM,T8_1_ULGUPJM,T8_1_SM,T8_1_LAHFM,T8_1_RM,T8_1_UTWSDM,T8_1_OTHM,T8_1_TM,T8_1_WF,T8_1_LFFJF,T8_1_ULGUPJF,T8_1_SF,T8_1_LAHFF,T8_1_RF,T8_1_UTWSDF,T8_1_OTHF,T8_1_TF,T8_1_WT,T8_1_LFFJT,T8_1_ULGUPJT,T8_1_ST,T8_1_LAHFT,T8_1_RT,T8_1_UTWSDT,T8_1_OTHT,T8_1_TT,T9_1_PWM,T9_1_MTM,T9_1_NMM,T9_1_SM,T9_1_SSM,T9_1_USM,T9_1_OTHGEUM,T9_1_TM,T9_1_PWF,T9_1_MTF,T9_1_NMF,T9_1_SF,T9_1_SSF,T9_1_USF,T9_1_OTHGEUF,T9_1_TF,T9_1_PWT,T9_1_MTT,T9_1_NMT,T9_1_ST,T9_1_SST,T9_1_UST,T9_1_OTHGEUT,T9_1_TT,T9_2_HA,T9_2_HB,T9_2_HC,T9_2_HD,T9_2_HE,T9_2_HF,T9_2_HG,T9_2_HH,T9_2_HI,T9_2_HJ,T9_2_HZ,T9_2_HT,T9_2_PA,T9_2_PB,T9_2_PC,T9_2_PD,T9_2_PE,T9_2_PF,T9_2_PG,T9_2_PH,T9_2_PI,T9_2_PJ,T9_2_PZ,T9_2_PT,T10_1_LT15M,T10_1_15M,T10_1_16M,T10_1_17M,T10_1_18M,T10_1_19M,T10_1_20M,T10_1_GE21M,T10_1_NSM,T10_1_TM,T10_1_LT15F,T10_1_15F,T10_1_16F,T10_1_17F,T10_1_18F,T10_1_19F,T10_1_20F,T10_1_GE21F,T10_1_NSF,T10_1_TF,T10_1_LT15T,T10_1_15T,T10_1_16T,T10_1_17T,T10_1_18T,T10_1_19T,T10_1_20T,T10_1_GE21T,T10_1_NST,T10_1_TT,T10_2_SASM,T10_2_OTHM,T10_2_SASF,T10_2_OTHF,T10_2_SAST,T10_2_OTHT,T10_3_EDUM,T10_3_ARTM,T10_3_HUMM,T10_3_SOCM,T10_3_SCIM,T10_3_ENGM,T10_3_AGRM,T10_3_HEAM,T10_3_SERM,T10_3_OTHM,T10_3_NSM,T10_3_TM,T10_3_EDUF,T10_3_ARTF,T10_3_HUMF,T10_3_SOCF,T10_3_SCIF,T10_3_ENGF,T10_3_AGRF,T10_3_HEAF,T10_3_SERF,T10_3_OTHF,T10_3_NSF,T10_3_TF,T10_3_EDUT,T10_3_ARTT,T10_3_HUMT,T10_3_SOCT,T10_3_SCIT,T10_3_ENGT,T10_3_AGRT,T10_3_HEAT,T10_3_SERT,T10_3_OTHT,T10_3_NST,T10_3_TT,T10_4_NFM,T10_4_PM,T10_4_LSM,T10_4_USM,T10_4_TVM,T10_4_ACCAM,T10_4_HCM,T10_4_ODNDM,T10_4_HDPQM,T10_4_PDM,T10_4_DM,T10_4_NSM,T10_4_TM,T10_4_NFF,T10_4_PF,T10_4_LSF,T10_4_USF,T10_4_TVF,T10_4_ACCAF,T10_4_HCF,T10_4_ODNDF,T10_4_HDPQF,T10_4_PDF,T10_4_DF,T10_4_NSF,T10_4_TF,T10_4_NFT,T10_4_PT,T10_4_LST,T10_4_UST,T10_4_TVT,T10_4_ACCAT,T10_4_HCT,T10_4_ODNDT,T10_4_HDPQT,T10_4_PDT,T10_4_DT,T10_4_NST,T10_4_TT,T11_1_F,T11_1_BI,T11_1_BU,T11_1_TDL,T11_1_M,T11_1_CD,T11_1_CP,T11_1_V,T11_1_OTH,T11_1_NS,T11_1_T,T11_2_T1,T11_2_T2,T11_2_T3,T11_2_T4,T11_2_T5,T11_2_T6,T11_2_T7,T11_2_T8,T11_2_NS,T11_2_T,T11_3_D1,T11_3_D2,T11_3_D3,T11_3_D4,T11_3_D5,T11_3_D6,T11_3_NS,T11_3_T,T12_1AGE0_14,T12_1AGE15_24,T12_1AGE25_44,T12_1AGE45_64,T12_1AGEGE65,T12_1AGET,T12_21_14M,T12_215_28M,T12_229_42M,T12_2GE43M,T12_2NSM,T12_2TM,T12_21_14F,T12_215_28F,T12_229_42F,T12_2GE43F,T12_2NSF,T12_2TF,T12_3VGM,T12_3GM,T12_3FM,T12_3BM,T12_3VBM,T12_3NSM,T12_3TM,T12_3VGF,T12_3GF,T12_3FF,T12_3BF,T12_3VBF,T12_3NSF,T12_3TF,T12_3VGT,T12_3GT,T12_3FT,T12_3BT,T12_3VBT,T12_3NST,T12_3TT,T13_1_MDSOM,T13_1_POM,T13_1_APTOM,T13_1_ASOM,T13_1_STOM,T13_1_CLOSOM,T13_1_SCSOM,T13_1_PPMOM,T13_1_EOM,T13_1_NSM,T13_1_TM,T13_1_MDSOF,T13_1_POF,T13_1_APTOF,T13_1_ASOF,T13_1_STOF,T13_1_CLOSOF,T13_1_SCSOF,T13_1_PPMOF,T13_1_EOF,T13_1_NSF,T13_1_TF,T13_1_MDSOT,T13_1_POT,T13_1_APTOT,T13_1_ASOT,T13_1_STOT,T13_1_CLOSOT,T13_1_SCSOT,T13_1_PPMOT,T13_1_EOT,T13_1_NST,T13_1_TT,T14_1_AFFM,T14_1_BCM,T14_1_MIM,T14_1_CTM,T14_1_TCM,T14_1_PAM,T14_1_PSM,T14_1_OTHM,T14_1_TM,T14_1_AFFF,T14_1_BCF,T14_1_MIF,T14_1_CTF,T14_1_TCF,T14_1_PAF,T14_1_PSF,T14_1_OTHF,T14_1_TF,T15_1_NC,T15_1_1C,T15_1_2C,T15_1_3C,T15_1_GE4C,T15_2_Y,T15_2_N,T15_2_NS,T15_2_T,T15_3_B,T15_3_OTH,T15_3_N,T15_3_NS,T15_3_T
K0111,GD,Cavan/Monaghan,1122,1117,1196,1163,1083,1058,1039,1012,1043,974,989,991,994,1057,973,929,978,940,840,717,3821,4655,5248,5095,4840,4508,4163,3800,3412,2665,1861,1549,943,685,67460,1084,1091,1109,1091,1051,950,989,988,909,904,955,958,1007,918,917,917,864,877,804,683,3841,4892,5215,4906,4660,4405,3982,3481,3154,2381,1875,1693,1292,1380,66223,2206,2208,2305,2254,2134,2008,2028,2000,1952,1878,1944,1949,2001,1975,1890,1846,1842,1817,1644,1400,7662,9547,10463,10001,9500,8913,8145,7281,6566,5046,3736,3242,2235,2065,133683,37617,26249,1336,1028,1230,67460,32282,26171,1617,1400,4753,66223,69899,52420,2953,2428,5983,133683,107783,12060,2733,3562,2730,3604,0,132472,115779,3198,2972,3724,2704,2689,1406,132472,114239,701,12689,1038,1158,861,1786,132472,123145,4029,1791,1307,130272,114648,13938,3753,1344,133683,13746,2920,1188,3379,6259,13746,4762,4465,3319,688,512,47552,77228,2184,126964,47552,16418,911,780,2484,14856,11624,479,180,96,71,59,406,260,117,85,43,505,440,213,156,102,911,12466,7739,7181,4438,2478,34302,24932,23217,28724,22190,15873,114936,3316,9200,14900,13495,10997,51908,0,4366,4263,2299,786,199,0,5228,2707,1031,305,103,0,0,1134,1465,843,423,9150,9594,8104,4795,1934,725,9767,6511,3298,19576,1982,2248,491,4721,164,615,76,855,20777,11380,10731,42888,2956,3198,1462,7616,257,925,222,1404,8029,4050,3699,3194,6180,25152,32750,17080,15418,12258,19130,96636,3018,3507,2625,4025,3818,4070,4212,9027,34302,6036,7014,5250,13098,15231,17341,17732,33234,114936,12362,5817,9050,7559,10830,45618,11388,6916,1475,16797,1554,744,4033,514,950,75,332,454,1109,746,47087,11388,13832,2950,71218,5935,1965,10685,1687,5022,299,1259,2469,2513,1891,133113,11388,12537,7990,7465,4770,2053,578,306,47087,11388,25074,23970,29860,23850,12318,4046,2607,133113,44312,1778,71,186,740,47087,127664,3119,125,292,1913,133113,5372,3283,2999,2356,5355,4776,6055,9010,6187,1508,46901,12094,7297,6932,5559,14192,15519,20724,28433,17986,4085,132821,16668,18441,6724,3218,258,941,651,46901,57955,45153,17730,8300,507,1655,1521,132821,357,1432,3401,4170,9771,8869,7846,9237,1818,46901,576,2289,7161,9552,24648,24890,25278,33911,4516,132821,598,34921,2902,1913,3341,956,452,1099,261,458,46901,20531,9517,6436,9174,112,1131,46901,18754,22660,3584,291,142,1470,46901,47090,11678,58768,103,2050,27544,558,8209,5047,627,6937,2486,241,51649,22773,472,4073,5510,9930,6276,2094,174,51302,50317,1030,12282,10557,10557,13213,4580,415,102951,3419,14406,9572,17174,9179,3386,10324,67460,2714,16986,14186,9248,8328,2588,12173,66223,6133,31392,23758,26422,17507,5974,22497,133683,5411,1591,3929,6712,5748,4633,1869,2846,5562,668,8118,47087,17179,4722,10784,18442,17597,13585,5179,9189,15998,1792,18646,133113,5744,3526,5436,3476,5079,1696,1582,5656,11864,44059,3717,2096,3753,3486,5755,2229,2016,8011,12079,43142,9461,5622,9189,6962,10834,3925,3598,13667,23943,87201,5047,2543,5510,2650,10557,5193,676,448,415,2163,1055,7818,3817,629,1270,21,25747,44059,2598,616,532,5964,1305,656,475,5352,2699,40,22905,43142,3274,1064,947,8127,2360,8474,4292,5981,3969,61,48652,87201,1001,8971,10379,7274,3982,3656,1412,2067,2073,1267,90,1887,44059,724,6764,7192,8641,4646,1895,2257,3055,3549,2384,78,1957,43142,1725,15735,17571,15915,8628,5551,3669,5122,5622,3651,168,3844,87201,7737,321,9749,124,65,32708,16136,5576,4530,2726,79672,4362,4017,5231,11035,13705,19879,9790,4792,3143,75954,30948,20886,10462,3018,3241,2236,5163,75954,1363,1003,2959,4496,6081,15902,988,364,185,416,328,2281,1331,572,256,784,395,3338,41124,18618,5713,724,130,1151,67460,40396,18074,5790,737,147,1079,66223,81520,36692,11503,1461,277,2230,133683,2625,2687,2528,713,13321,483,1051,5813,3443,3089,35753,1418,4993,1781,4999,1086,3897,2402,1366,2541,2363,26846,4043,7680,4309,5712,14407,4380,3453,7179,5984,5452,62599,5179,2954,5610,5090,1903,1398,2292,3118,27544,988,248,2121,5444,543,1540,8288,3601,22773,6526,19115,16667,3300,1293,31425,14653,823,46901,25609,4660,15668,964,46901
K0112,GD,Donegal,1302,1291,1342,1324,1261,1314,1275,1310,1195,1238,1208,1228,1228,1257,1213,1241,1089,1142,1042,907,4710,4916,5734,5923,5817,5232,4703,4580,4297,3645,2580,1894,1194,891,80523,1210,1256,1259,1283,1199,1154,1160,1208,1181,1181,1141,1223,1219,1181,1108,1123,1124,1064,930,876,4519,5255,5995,5921,5840,5402,4803,4385,4147,3353,2652,2069,1577,1616,80614,2512,2547,2601,2607,2460,2468,2435,2518,2376,2419,2349,2451,2447,2438,2321,2364,2213,2206,1972,1783,9229,10171,11729,11844,11657,10634,9506,8965,8444,6998,5232,3963,2771,2507,161137,44840,31053,1781,1282,1567,80523,39815,31269,2232,1667,5631,80614,84655,62322,4013,2949,7198,161137,123239,27673,1984,357,1360,3618,0,158231,144087,6795,2103,380,1283,2308,1275,158231,143312,726,9664,941,1307,715,1566,158231,148156,4829,1148,1618,155751,137639,16990,5161,1347,161137,7954,2008,947,341,4658,7954,3966,2228,1161,273,326,58998,92471,2008,153477,58998,18239,2740,6932,4381,16779,9358,569,993,107,80,55,1235,1184,150,98,73,1505,2177,257,178,128,2740,15734,9020,8728,5077,2795,41354,31468,27060,34912,25385,18015,136840,4752,11095,18259,15520,12563,62189,0,5308,5236,2629,796,239,0,6389,3372,1164,323,107,0,0,1392,1798,1015,604,10982,11697,10000,5591,2134,950,10734,7670,3911,22315,3249,2905,814,6968,225,780,84,1089,22835,13263,12859,48957,4905,4145,2484,11534,359,1084,255,1698,9365,5190,4462,3916,7439,30372,37688,21518,18153,14675,22842,114876,2932,4500,3550,4523,4785,4900,5336,10828,41354,5864,9000,7100,14158,18490,20393,22378,39457,136840,14903,6951,10844,8906,13745,55349,14890,8779,1485,19591,1585,965,5982,493,800,78,437,572,1411,896,57964,14890,17558,2970,82950,6062,2492,16211,1571,4158,283,1575,3106,3162,2151,159139,14890,15945,9481,9070,5388,2141,707,342,57964,14890,31890,28443,36280,26940,12846,4949,2901,159139,54939,1960,34,243,788,57964,153714,2972,47,417,1989,159139,5183,2761,2873,3051,7221,7335,9179,10718,7732,1668,57721,11182,5795,6065,6826,18008,21727,30240,33134,21582,4163,158722,18418,24681,7424,4785,442,1338,633,57721,62460,60954,17386,12958,908,2631,1425,158722,329,1820,4438,6368,13624,11697,8135,9348,1962,57721,432,2707,8983,13968,34442,33553,26433,33531,4673,158722,703,39884,558,1339,6758,6527,245,849,382,476,57721,44542,6298,919,4436,89,1437,57721,23115,30383,1976,596,80,1571,57721,58300,25618,83918,135,2615,27933,829,11937,6307,841,10058,3541,91,61537,25344,551,5552,6830,12089,9007,3112,166,62651,53277,1380,17489,13137,12930,19065,6653,257,124188,4555,17703,10854,18274,10701,4614,13822,80523,3574,20633,17073,10341,9892,3038,16063,80614,8129,38336,27927,28615,20593,7652,29885,161137,6564,2278,6101,9274,5981,5559,2922,3558,4057,538,11132,57964,20213,6700,16555,24960,17900,15610,7555,11182,11486,1404,25574,159139,8620,4566,6525,4267,4802,1559,1416,7156,13773,52684,6558,3350,4795,4403,5633,2125,2106,9727,14362,53059,15178,7916,11320,8670,10435,3684,3522,16883,28135,105743,6307,2546,6830,2762,13137,5308,950,631,644,2778,1834,7589,2562,983,1645,33,33035,52684,3405,720,770,6337,2133,538,265,6407,3084,36,29364,53059,4355,1351,1414,9115,3967,8127,2827,7390,4729,69,62399,105743,1691,12886,11106,8745,3480,3090,1860,2420,2850,2095,215,2246,52684,1322,10462,8416,9548,4621,1924,2594,3681,4389,3489,151,2462,53059,3013,23348,19522,18293,8101,5014,4454,6101,7239,5584,366,4708,105743,7764,336,12849,108,78,35637,19658,5785,3659,2922,88796,2049,2929,4527,10409,16026,23594,16219,6748,3365,85866,38442,23782,10893,3427,2608,1326,5388,85866,2005,1522,4078,6496,8545,22646,1215,465,263,621,352,2916,1647,794,386,1226,464,4517,46668,23326,7951,1156,223,1199,80523,46659,23373,8017,1198,249,1118,80614,93327,46699,15968,2354,472,2317,161137,2833,3709,3464,1105,12795,790,1636,5210,4405,3923,39870,1599,6127,2061,5597,1053,4771,3196,1061,2699,2732,30896,4432,9836,5525,6702,13848,5561,4832,6271,7104,6655,70766,3694,2948,3711,5688,2438,1990,3396,4068,27933,253,191,1256,5767,741,1963,10319,4854,25344,9111,25874,18569,3132,1035,37955,18805,961,57721,32293,4670,19662,1096,57721
K0113,GD,Louth,1085,1069,1160,1033,1115,1018,1000,983,954,1073,963,898,922,875,851,833,779,808,775,780,3935,4433,5001,5074,4852,4293,3548,3242,2773,2233,1643,1140,648,394,62183,1019,1055,1108,1052,1010,991,957,952,977,916,943,953,911,900,784,784,803,759,775,684,4068,4768,5280,5198,4778,4172,3601,3055,2808,2315,1757,1361,1067,1063,63624,2104,2124,2268,2085,2125,2009,1957,1935,1931,1989,1906,1851,1833,1775,1635,1617,1582,1567,1550,1464,8003,9201,10281,10272,9630,8465,7149,6297,5581,4548,3400,2501,1715,1457,125807,35209,23127,1570,1116,1161,62183,32988,23217,2112,1468,3839,63624,68197,46344,3682,2584,5000,125807,101871,11126,1776,1728,2775,5705,0,124981,110576,2079,1922,1857,2808,4454,1285,124981,107041,663,8924,3492,1942,1076,1843,124981,115344,4854,1618,1064,122880,109287,9142,5581,1797,125807,13278,1908,1267,1636,8467,13278,6459,3905,2092,395,427,43158,73853,2300,119311,43158,14671,850,780,2233,13627,10578,419,155,83,82,45,365,250,102,79,54,485,405,185,161,99,850,12491,7866,7412,3824,1597,33190,24982,23598,29648,19120,10097,107445,3840,9666,15560,11717,6993,47776,0,4904,4624,2146,580,119,0,5002,2539,850,187,45,0,0,1313,1319,631,280,8651,9906,8476,4315,1398,444,9345,5724,2759,17828,2849,2287,732,5868,179,612,52,843,18815,9520,8332,36667,4453,3262,2157,9872,263,826,148,1237,8176,4260,3480,2903,5720,24539,31789,16767,13632,10722,17233,90143,3101,3097,2453,4152,4102,4119,3868,8298,33190,6202,6194,4906,12912,15571,16766,15586,29308,107445,12367,6272,9504,7235,8529,43907,10198,6164,1714,14880,1791,703,4852,475,777,94,464,630,979,1169,44890,10198,12328,3428,61230,6741,1756,13307,1589,3892,330,1710,3377,2243,3157,125286,10198,12358,8177,7837,4255,1515,383,167,44890,10198,24716,24531,31348,21275,9090,2681,1447,125286,41534,2403,47,75,831,44890,118503,4510,70,124,2079,125286,3340,3290,3151,3403,6188,4016,6983,8105,4366,1973,44815,7454,7400,7576,8418,16829,12215,22629,24862,12562,5217,125162,18271,14189,6633,3829,571,623,699,44815,59940,33097,16934,10748,1549,1295,1599,125162,299,1393,3636,4520,12265,7718,5946,7069,1969,44815,416,2473,8967,9925,32072,21954,19048,25534,4773,125162,441,21320,18060,1486,2021,62,258,367,166,634,44815,35095,2498,874,5063,56,1229,44815,31548,9659,1825,162,33,1588,44815,44979,7206,52185,71,1523,23778,626,8370,5117,468,6178,2550,97,47184,21640,453,4591,5256,8817,5765,2436,138,49096,45418,1079,12961,10373,9285,11943,4986,235,96280,4104,15103,8695,13483,7719,2914,10165,62183,3384,16806,14137,7786,7371,2227,11913,63624,7488,31909,22832,21269,15090,5141,22078,125807,6226,2171,4472,8407,4989,4716,1947,2347,1076,220,8319,44890,18983,6580,12281,22813,14676,13291,5168,7621,3232,609,20032,125286,3763,2782,4778,3532,4687,1413,1452,6667,10481,39555,3867,2317,3800,3648,5076,1920,1746,7648,11063,41085,7630,5099,8578,7180,9763,3333,3198,14315,21544,80640,5117,2512,5256,2755,10373,5267,661,613,396,3306,1584,7357,1078,766,1441,22,22331,39555,2270,725,628,6055,1269,659,231,4590,2359,30,22269,41085,2931,1338,1024,9361,2853,8016,1309,5356,3800,52,44600,80640,810,6214,8372,7424,3194,3256,1676,2372,2550,1874,176,1637,39555,592,6682,7181,8336,3934,1381,2126,3028,3399,2573,122,1731,41085,1402,12896,15553,15760,7128,4637,3802,5400,5949,4447,298,3368,80640,12048,1124,7238,1310,136,29360,15483,3197,1922,2207,74025,4059,4576,4959,9135,14404,20756,6902,5106,2613,72510,28907,21217,8685,2872,4357,2330,4142,72510,1383,1096,3393,4982,5358,16212,865,291,126,370,292,1944,1314,523,217,708,318,3080,37659,17203,5079,823,176,1243,62183,38106,17661,5607,892,193,1165,63624,75765,34864,10686,1715,369,2408,125807,2855,3327,3654,1026,8068,727,1634,4107,3562,3188,32148,1534,4699,2093,4698,739,3566,3408,875,2097,2522,26231,4389,8026,5747,5724,8807,4293,5042,4982,5659,5710,58379,1160,1990,4138,5898,2747,1553,2939,3353,23778,108,174,1504,6133,797,1215,8099,3610,21640,8680,18682,14301,2387,765,32327,11468,1020,44815,28446,3306,12012,1051,44815
